,name,path,sign
1061,1653_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1653_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_4.jpg,"[[(434.49, 202.49), (442.0, 209.0), (450.0, 202.0), (443.34, 192.43)]]"
1068,1660_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1660_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_15.jpg,"[[(301.47, 119.0), (310.0, 123.85), (315.43, 116.48), (307.1, 109.89)], [(424.76, 119.47), (431.0, 125.0), (435.42, 119.47), (430.58, 112.29)]]"
1069,1661_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_19.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1661_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_19.jpg,"[[(244.46, 117.65), (257.73, 127.88), (268.66, 114.16), (255.17, 102.06)], [(465.62, 122.44), (476.34, 130.14), (486.39, 121.77), (476.34, 108.03)]]"
1075,1667_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_35.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1667_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_35.jpg,"[[(387.06, 223.71), (387.89, 237.95), (404.37, 237.95), (403.53, 223.71)]]"
1076,1668_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_40.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1668_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_40.jpg,"[[(432.01, 208.18), (433.02, 243.03), (470.88, 241.35), (470.21, 206.84)]]"
1080,1672_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_29.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1672_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_29.jpg,"[[(180.33, 272.85), (196.82, 287.73), (209.28, 268.83), (192.39, 252.34)]]"
1095,1687_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1687_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_54.jpg,"[[(167.0, 219.0), (186.0, 236.0), (202.0, 217.0), (184.38, 198.06)]]"
1102,1694_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1694_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_46.jpg,"[[(346.0, 260.0), (357.0, 268.0), (363.0, 258.0), (354.46, 248.0)], [(448.0, 257.0), (456.14, 264.52), (464.05, 256.14), (458.7, 254.05), (453.58, 254.51)]]"
1105,1697_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_18.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1697_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_18.jpg,"[[(344.26, 258.19), (353.57, 267.73), (357.53, 267.96), (361.0, 266.0), (365.0, 258.0), (354.04, 247.02)], [(449.75, 256.56), (456.15, 264.12), (464.3, 256.37), (461.39, 255.21), (460.23, 254.24), (452.47, 254.04)]]"
1109,1801_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1801_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_0.jpg,"[[(676.0, 206.0), (682.0, 214.0), (674.0, 220.0), (668.0, 212.0)]]"
1110,1802_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1802_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_15.jpg,"[[(613.08, 199.73), (630.0, 200.0), (630.06, 217.71), (627.89, 220.47), (616.0, 221.0), (613.0, 216.0)], [(874.0, 205.0), (889.55, 226.28), (873.0, 245.0), (856.0, 222.0)]]"
1113,1805_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_66.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1805_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_66.jpg,"[[(452.0, 201.0), (457.0, 206.0), (452.0, 212.0), (447.0, 207.0)], [(574.0, 202.0), (579.18, 206.65), (574.0, 213.0), (568.76, 207.59)]]"
1128,1830_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1830_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_0.jpg,"[[(643.0, 140.0), (667.0, 179.0), (636.55, 208.33), (612.13, 171.15)], [(412.0, 92.0), (426.6, 92.78), (426.0, 110.0), (411.0, 110.0)]]"
1132,1834_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_9.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1834_d64397e5fa9cadcff7d2aac7732f2899fa55375a70f8b18fb5ac948d82c3ee12588984eb58ee765d6e14b22531811f0382252e0abcfeab067f56392cbc97115e_9.jpg,"[[(621.0, 79.0), (662.07, 87.98), (660.61, 140.1), (618.69, 134.27)]]"
1133,1835_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_16.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1835_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_16.jpg,"[[(412.0, 93.0), (425.13, 93.03), (426.0, 109.0), (412.0, 109.0)], [(643.0, 143.0), (665.24, 176.33), (639.0, 206.0), (614.58, 171.23)]]"
1134,1836_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_25.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1836_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_25.jpg,"[[(622.0, 79.0), (618.05, 133.6), (659.06, 140.44), (662.0, 89.0)]]"
1135,1837_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1837_54509832a5f24c6e7dfe8e807c85af0474cb0a3c8e20fe4698f94b1ff59a4ff10a2577941016c0b93b4312d38c8ba65e73294eadf81194026e325d2248288d52_4.jpg,"[[(352.0, 98.0), (359.06, 97.83), (360.0, 106.0), (352.0, 106.0)]]"
1145,1847_0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1847_0e56f45820ecc50a796eb38fe3a4aaf4ffac3356f47d673b9eb46883e76df604399a1967c6760d9c217eedd1a0c2560009b1166284c7557f46adbb2d408f7043_50.jpg,"[[(392.0, 68.0), (392.01, 77.5), (400.68, 77.62), (399.95, 68.71)]]"
1146,1848_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1848_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_0.jpg,"[[(343.97, 106.23), (343.87, 111.53), (352.78, 111.93), (352.47, 106.33)]]"
1150,1852_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_9.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1852_788d375e8def356f849b27d6347f435c7b63227f19e792574eb3c3a9a60e3c81ef4339f4bbcfeaf298bee004295227f1ed43e3d66d9e9a11dc43afad12c4c5ac_9.jpg,"[[(283.93, 90.42), (357.0, 91.0), (357.0, 126.0), (284.0, 126.0)]]"
1152,1854_e735c30046b18697faf07e0b9e7fbb4ec039d915baf02f936d3aede3054727f86756346a2b1c1bc955c12d06c5c7ee3bf12490001b3fad35eda7f53d2503c54e_43.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1854_e735c30046b18697faf07e0b9e7fbb4ec039d915baf02f936d3aede3054727f86756346a2b1c1bc955c12d06c5c7ee3bf12490001b3fad35eda7f53d2503c54e_43.jpg,"[[(397.08, 104.01), (400.23, 144.42), (428.0, 143.0), (424.9, 101.91)]]"
1154,1856_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1856_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_0.jpg,"[[(694.77, 104.56), (687.81, 116.16), (697.3, 124.81), (703.62, 113.0)]]"
1155,1857_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_11.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1857_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_11.jpg,"[[(121.1, 183.58), (142.67, 180.26), (144.12, 191.46), (122.0, 195.0)]]"
1156,1858_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_20.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1858_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_20.jpg,"[[(711.41, 120.96), (707.61, 124.07), (707.09, 132.71), (709.0, 141.0), (716.08, 144.98), (720.92, 144.46), (725.0, 141.0), (727.0, 132.0), (724.89, 125.62), (720.75, 121.13), (715.73, 119.57)], [(448.05, 109.22), (448.47, 128.62), (462.0, 128.0), (460.91, 108.8)]]"
1157,1859_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1859_36df39c351b73a2a564236ce5b76b7b85ae0091db0c2089d3af9a0524b4f4d2dc0864fe30076cdef9973fc98373ecddc38d171a1bcd71d1a76f9668ed9574b2a_42.jpg,"[[(452.77, 89.51), (453.99, 96.8), (447.61, 97.71), (452.0, 147.0), (484.66, 147.52), (482.84, 122.92), (484.97, 122.01), (482.54, 101.05), (477.07, 99.84), (475.55, 88.9)]]"
1158,1865_6874dec13c584e17e574e4ca87317b65292ed6bf3981a03365be065880c5a131cec92038f78de00f01ad931bb35930e81e3874fd4b97f531d252f171f6dd803d_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1865_6874dec13c584e17e574e4ca87317b65292ed6bf3981a03365be065880c5a131cec92038f78de00f01ad931bb35930e81e3874fd4b97f531d252f171f6dd803d_15.jpg,"[[(587.0, 167.0), (589.89, 184.24), (580.24, 184.24), (577.61, 174.3)], [(571.0, 175.0), (545.0, 201.0), (567.47, 234.09), (590.0, 206.0)], [(558.03, 157.94), (555.69, 177.52), (567.09, 171.38)]]"
1159,1866_6874dec13c584e17e574e4ca87317b65292ed6bf3981a03365be065880c5a131cec92038f78de00f01ad931bb35930e81e3874fd4b97f531d252f171f6dd803d_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1866_6874dec13c584e17e574e4ca87317b65292ed6bf3981a03365be065880c5a131cec92038f78de00f01ad931bb35930e81e3874fd4b97f531d252f171f6dd803d_27.jpg,"[[(500.45, 180.09), (512.44, 187.69), (505.42, 198.5)], [(512.0, 197.0), (482.86, 225.22), (507.12, 254.74), (534.3, 225.51)], [(517.31, 195.27), (530.64, 204.74), (538.0, 196.0), (528.18, 183.7)]]"
1160,1867_6874dec13c584e17e574e4ca87317b65292ed6bf3981a03365be065880c5a131cec92038f78de00f01ad931bb35930e81e3874fd4b97f531d252f171f6dd803d_39.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1867_6874dec13c584e17e574e4ca87317b65292ed6bf3981a03365be065880c5a131cec92038f78de00f01ad931bb35930e81e3874fd4b97f531d252f171f6dd803d_39.jpg,"[[(494.0, 177.0), (501.0, 187.0), (488.71, 187.38)], [(481.02, 194.21), (449.74, 226.65), (483.06, 262.6), (514.34, 227.82)], [(462.0, 180.0), (465.57, 200.78), (474.3, 192.25)]]"
1175,1882_bd9106d02ecc6a4d49064584f6af66d9e7a12836288b6315030c31a12f86495f70bd376ee1d3d63e51df823e1fe0e14e855c7f3520c52f9fe9005119c9dd215b_52.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1882_bd9106d02ecc6a4d49064584f6af66d9e7a12836288b6315030c31a12f86495f70bd376ee1d3d63e51df823e1fe0e14e855c7f3520c52f9fe9005119c9dd215b_52.jpg,"[[(540.0, 175.0), (546.69, 183.18), (540.0, 190.0), (533.61, 182.1)], [(314.0, 173.0), (321.18, 181.09), (313.4, 189.73), (305.63, 181.09)]]"
1177,1884_e0628060f19687151ce042651ea8c4c8c15b1f8ae4e390a520affb5eeede4858fdd9ff36692bdd485bb976400986c4f2c134aa9f813da532191f6fbdaebc49ae_7.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1884_e0628060f19687151ce042651ea8c4c8c15b1f8ae4e390a520affb5eeede4858fdd9ff36692bdd485bb976400986c4f2c134aa9f813da532191f6fbdaebc49ae_7.jpg,"[[(658.0, 197.0), (650.56, 204.43), (657.05, 212.55), (664.36, 205.04)], [(165.45, 165.1), (182.63, 184.29), (167.47, 207.53), (150.81, 188.33)]]"
1178,1885_e0628060f19687151ce042651ea8c4c8c15b1f8ae4e390a520affb5eeede4858fdd9ff36692bdd485bb976400986c4f2c134aa9f813da532191f6fbdaebc49ae_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1885_e0628060f19687151ce042651ea8c4c8c15b1f8ae4e390a520affb5eeede4858fdd9ff36692bdd485bb976400986c4f2c134aa9f813da532191f6fbdaebc49ae_77.jpg,"[[(396.0, 182.0), (396.01, 191.88), (413.0, 192.0), (413.0, 182.0)]]"
1183,1890_bd90ffa51fef6d40da1f1688fbc4a0ac4454e251d30bf3fafe83e98b4c202444fcd54af405b2a0758114271d134f2a438737031a4d9f42e64bc0d9c88312afdc_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1890_bd90ffa51fef6d40da1f1688fbc4a0ac4454e251d30bf3fafe83e98b4c202444fcd54af405b2a0758114271d134f2a438737031a4d9f42e64bc0d9c88312afdc_50.jpg,"[[(500.0, 298.0), (512.0, 311.0), (499.0, 324.0), (487.38, 310.16)]]"
1192,1899_66358f41f266cc113b4fe7fc789030f66688254d820ea6e050c9075aa1a63789c310bc03d43b0521f6abeea9760112a1a11bd8df08d193b2980582be6c2dfb88_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1899_66358f41f266cc113b4fe7fc789030f66688254d820ea6e050c9075aa1a63789c310bc03d43b0521f6abeea9760112a1a11bd8df08d193b2980582be6c2dfb88_0.jpg,"[[(473.0, 39.0), (471.0, 98.0), (499.65, 97.84), (498.0, 41.0)]]"
1194,1901_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_1.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1901_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_1.jpg,"[[(182.08, 310.1), (212.24, 310.67), (210.53, 329.44), (179.24, 329.44)]]"
1195,1902_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1902_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_14.jpg,"[[(248.88, 294.51), (279.03, 292.8), (277.9, 313.28), (246.6, 312.15)]]"
1196,1903_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_35.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1903_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_35.jpg,"[[(234.14, 288.91), (259.27, 290.33), (259.75, 308.34), (232.25, 307.87)]]"
1197,1904_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_52.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1904_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_52.jpg,"[[(144.65, 301.0), (144.65, 320.91), (170.25, 317.49), (169.68, 299.86)]]"
1221,1932_339c8266606513ff2c76c8e78df2f562675cfd2e4a6e2c0b6bdc60ef774756c652593e5d0bc57c5c689d830488bd03d140709be5cb1c1c80a93defa5000fc287_49.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1932_339c8266606513ff2c76c8e78df2f562675cfd2e4a6e2c0b6bdc60ef774756c652593e5d0bc57c5c689d830488bd03d140709be5cb1c1c80a93defa5000fc287_49.jpg,"[[(123.39, 256.49), (121.38, 259.3), (120.98, 289.46), (126.61, 340.92), (141.49, 343.74), (180.89, 345.75), (178.08, 313.58), (177.68, 281.01), (177.68, 255.68), (149.93, 255.28)]]"
1222,1933_339c8266606513ff2c76c8e78df2f562675cfd2e4a6e2c0b6bdc60ef774756c652593e5d0bc57c5c689d830488bd03d140709be5cb1c1c80a93defa5000fc287_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1933_339c8266606513ff2c76c8e78df2f562675cfd2e4a6e2c0b6bdc60ef774756c652593e5d0bc57c5c689d830488bd03d140709be5cb1c1c80a93defa5000fc287_77.jpg,"[[(133.94, 251.47), (143.98, 264.37), (148.99, 264.37), (158.67, 254.34), (146.49, 238.21)]]"
1224,1935_5a0092348e1b2e63c826dd20c6be7feb6c2cbc8db06ce81763f7fc407b9005c44c1b29d92af431c7b38448542e382a88dd3a78ece1976ca6da7aa79f8bc03912_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1935_5a0092348e1b2e63c826dd20c6be7feb6c2cbc8db06ce81763f7fc407b9005c44c1b29d92af431c7b38448542e382a88dd3a78ece1976ca6da7aa79f8bc03912_27.jpg,"[[(576.23, 239.96), (552.91, 238.35), (553.31, 187.29), (577.43, 189.3), (577.43, 175.22), (582.66, 175.22), (583.47, 190.9), (603.17, 192.51), (605.18, 240.36)]]"
1228,1939_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_10.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1939_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_10.jpg,"[[(273.68, 196.68), (271.04, 196.8), (271.04, 189.72), (285.2, 190.68), (285.68, 197.04), (278.24, 197.04)], [(399.0, 193.0), (397.79, 198.55), (411.44, 199.07), (412.0, 193.0)]]"
1229,1940_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_16.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1940_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_16.jpg,"[[(93.0, 192.0), (91.0, 208.0), (116.0, 208.0), (116.0, 190.0)], [(548.0, 194.0), (547.99, 213.33), (587.08, 214.26), (587.08, 194.48)]]"
1233,1944_8fd59b9aa6b6a6d5d8f0e1e78a5b3c950a6a23f4f01caad70f52faac3966640c5b5e3a693d8d6d0325bd2b234bd2c964041216358d1f1cbba9969dbc6aa5248d_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1944_8fd59b9aa6b6a6d5d8f0e1e78a5b3c950a6a23f4f01caad70f52faac3966640c5b5e3a693d8d6d0325bd2b234bd2c964041216358d1f1cbba9969dbc6aa5248d_0.jpg,"[[(309.0, 184.0), (316.0, 189.0), (321.0, 182.0), (314.46, 176.4)]]"
1234,1945_8fd59b9aa6b6a6d5d8f0e1e78a5b3c950a6a23f4f01caad70f52faac3966640c5b5e3a693d8d6d0325bd2b234bd2c964041216358d1f1cbba9969dbc6aa5248d_104.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1945_8fd59b9aa6b6a6d5d8f0e1e78a5b3c950a6a23f4f01caad70f52faac3966640c5b5e3a693d8d6d0325bd2b234bd2c964041216358d1f1cbba9969dbc6aa5248d_104.jpg,"[[(609.96, 191.43), (609.96, 212.34), (641.33, 213.14), (640.92, 193.84)], [(145.0, 172.0), (144.0, 193.0), (187.0, 192.0), (186.0, 170.0)]]"
1235,1946_8fd59b9aa6b6a6d5d8f0e1e78a5b3c950a6a23f4f01caad70f52faac3966640c5b5e3a693d8d6d0325bd2b234bd2c964041216358d1f1cbba9969dbc6aa5248d_16.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1946_8fd59b9aa6b6a6d5d8f0e1e78a5b3c950a6a23f4f01caad70f52faac3966640c5b5e3a693d8d6d0325bd2b234bd2c964041216358d1f1cbba9969dbc6aa5248d_16.jpg,"[[(108.67, 178.78), (132.98, 203.1), (159.04, 172.99), (134.14, 145.78)], [(650.62, 186.89), (661.62, 208.31), (663.36, 208.89), (671.0, 192.0), (659.31, 166.62)]]"
1247,1958_dc758e252b30294b2efb229876602cf76d9e4326b2e0375c939f8ca22cd856511f775e84c4c889eabfd3945ac5b1e96e05fbbd3e4102003d8358f20e8ac93daf_39.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1958_dc758e252b30294b2efb229876602cf76d9e4326b2e0375c939f8ca22cd856511f775e84c4c889eabfd3945ac5b1e96e05fbbd3e4102003d8358f20e8ac93daf_39.jpg,"[[(101.0, 153.0), (98.7, 175.69), (118.86, 175.69), (121.35, 150.56)], [(487.0, 166.0), (485.22, 190.5), (512.99, 191.99), (514.48, 169.3)]]"
1256,1967_b8730f3e6c127a994dc175d4032ef39d4ea54e749482aab800f1578e240d09e08bf190a7a9ec512d237595176f3b18b7e88af07bf40edb7877b0e6cdf3571132_37.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1967_b8730f3e6c127a994dc175d4032ef39d4ea54e749482aab800f1578e240d09e08bf190a7a9ec512d237595176f3b18b7e88af07bf40edb7877b0e6cdf3571132_37.jpg,"[[(287.0, 175.0), (303.0, 175.0), (305.31, 145.31), (291.31, 144.34)], [(468.88, 167.99), (488.18, 188.73), (506.03, 174.74), (489.14, 150.13)]]"
1257,1968_b8730f3e6c127a994dc175d4032ef39d4ea54e749482aab800f1578e240d09e08bf190a7a9ec512d237595176f3b18b7e88af07bf40edb7877b0e6cdf3571132_45.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1968_b8730f3e6c127a994dc175d4032ef39d4ea54e749482aab800f1578e240d09e08bf190a7a9ec512d237595176f3b18b7e88af07bf40edb7877b0e6cdf3571132_45.jpg,"[[(440.0, 167.0), (440.18, 185.87), (450.38, 186.87), (450.13, 167.71)]]"
