,name,path,barrier
1070,1662_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_45.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1662_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_45.jpg,"[[(0.0, 216.0), (0.0, 251.46), (36.0, 230.0), (92.0, 201.0), (141.0, 179.0), (193.0, 160.0), (252.0, 142.0), (284.61, 132.76), (322.0, 122.0), (323.0, 116.0), (274.96, 125.52), (209.34, 137.59), (94.98, 172.81), (18.0, 206.0)], [(0.0, 198.87), (0.0, 213.0), (33.0, 197.0), (76.0, 179.0), (151.44, 153.51), (210.3, 136.14), (246.01, 129.87), (246.49, 126.97), (217.06, 130.35), (144.0, 147.0), (80.02, 166.54)]]"
1071,1663_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_76.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1663_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_76.jpg,"[[(1.0, 195.0), (0.22, 215.95), (59.57, 190.86), (98.17, 175.9), (151.72, 161.91), (185.5, 152.74), (265.6, 134.89), (264.63, 130.54), (172.96, 146.47), (123.74, 156.12), (54.26, 176.86)], [(0.0, 218.0), (0.0, 253.1), (44.0, 232.0), (81.0, 215.0), (145.93, 186.03), (186.0, 173.0), (236.0, 158.0), (286.0, 145.0), (338.0, 132.0), (337.49, 124.75), (294.55, 131.51), (186.0, 153.0), (90.93, 179.76)]]"
1072,1664_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1664_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_0.jpg,"[[(0.0, 305.79), (0.0, 351.63), (180.0, 297.0), (286.0, 265.0), (337.68, 249.82), (358.43, 243.06), (358.91, 240.17), (268.2, 256.09), (151.44, 275.87)], [(164.62, 252.24), (160.0, 258.0), (165.0, 265.0), (197.0, 260.0), (240.0, 254.0), (292.0, 249.0), (327.13, 243.2), (327.13, 239.51), (271.18, 244.87), (210.19, 248.56)]]"
1073,1665_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1665_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_15.jpg,"[[(0.59, 272.93), (0.6, 292.23), (52.83, 282.98), (160.23, 264.89), (208.84, 256.85), (246.23, 252.42), (304.54, 243.58), (304.98, 241.17), (203.21, 251.22), (74.54, 266.1)], [(101.78, 306.86), (147.52, 324.81), (199.63, 303.39), (288.8, 264.59), (312.0, 254.0), (312.0, 245.0), (210.63, 271.54), (146.36, 292.97)]]"
1074,1666_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_23.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1666_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_23.jpg,"[[(0.0, 268.0), (0.0, 285.0), (68.0, 276.0), (141.21, 265.65), (195.49, 257.21), (289.18, 244.74), (289.58, 240.32), (271.48, 242.73), (172.97, 251.58), (68.0, 263.0)], [(35.86, 316.32), (62.4, 327.17), (106.63, 339.24), (196.29, 301.84), (273.0, 269.0), (311.0, 253.0), (312.0, 244.0), (243.74, 260.43), (83.71, 304.66)]]"
1075,1667_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_35.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1667_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_35.jpg,"[[(0.0, 257.0), (0.0, 264.0), (69.02, 257.49), (156.84, 250.25), (200.75, 247.84), (201.23, 243.98), (117.76, 249.29), (50.21, 253.63)], [(0.0, 265.21), (0.0, 284.03), (32.83, 278.24), (81.57, 271.97), (135.61, 265.21), (195.0, 258.0), (231.0, 252.0), (232.0, 247.0), (207.0, 248.0), (205.09, 247.84), (140.92, 252.18), (52.62, 258.94)], [(71.0, 305.0), (86.0, 308.0), (126.73, 311.53), (151.0, 321.0), (218.0, 294.0), (284.0, 266.0), (342.0, 246.0), (339.03, 238.67), (288.85, 249.29), (210.21, 268.11), (123.35, 291.27)]]"
1076,1668_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_40.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1668_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_40.jpg,"[[(87.89, 255.56), (88.29, 271.24), (185.6, 257.17), (182.38, 248.32), (128.5, 252.75)], [(720.0, 368.53), (719.52, 411.95), (690.57, 442.64), (621.09, 380.11), (540.03, 319.31), (456.07, 259.09), (431.17, 235.93), (441.6, 236.51), (463.02, 249.25), (542.34, 286.31), (660.46, 339.0)], [(0.0, 319.89), (0.0, 386.0), (60.0, 359.0), (249.0, 279.0), (318.85, 250.99), (343.0, 243.0), (344.32, 235.35), (311.9, 243.46), (205.36, 268.36), (54.24, 306.57)], [(470.55, 392.84), (464.76, 396.32), (464.76, 396.32), (464.76, 400.95), (460.13, 401.53), (457.23, 398.63), (435.81, 398.06), (435.81, 403.85), (431.17, 404.42), (428.86, 396.9), (421.33, 392.27), (412.07, 376.63), (393.54, 336.1), (382.54, 307.73), (377.91, 297.89), (373.0, 286.0), (369.0, 267.0), (367.0, 254.0), (365.0, 240.0), (365.0, 231.0), (368.0, 231.0), (368.0, 238.0), (376.17, 255.04), (387.17, 273.57), (403.96, 291.52), (413.23, 290.36), (472.86, 348.26), (470.55, 377.21), (470.55, 386.48)]]"
1083,1675_1247e47d692ad84a9d640b95246aaaa4c71bd5c58a97281620d82e4d7289c23eb360883d7410a2c60de1e934cef9355379a765d89dad6c594c7787e4a57e53b1_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1675_1247e47d692ad84a9d640b95246aaaa4c71bd5c58a97281620d82e4d7289c23eb360883d7410a2c60de1e934cef9355379a765d89dad6c594c7787e4a57e53b1_0.jpg,"[[(0.0, 234.21), (0.0, 250.0), (34.0, 239.0), (105.7, 218.93), (182.5, 199.63), (242.01, 187.17), (303.53, 176.71), (324.0, 173.0), (322.83, 168.67), (234.0, 184.0), (182.0, 191.0), (72.73, 215.71)], [(23.44, 467.42), (25.0, 480.0), (47.0, 463.0), (110.29, 440.21), (184.0, 417.0), (297.0, 265.0), (334.94, 215.55), (343.0, 209.0), (342.0, 191.0), (313.52, 212.66), (234.77, 271.72), (231.3, 263.03), (223.19, 265.93), (222.62, 278.08), (140.4, 349.3), (82.49, 405.47)]]"
1084,1676_1247e47d692ad84a9d640b95246aaaa4c71bd5c58a97281620d82e4d7289c23eb360883d7410a2c60de1e934cef9355379a765d89dad6c594c7787e4a57e53b1_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1676_1247e47d692ad84a9d640b95246aaaa4c71bd5c58a97281620d82e4d7289c23eb360883d7410a2c60de1e934cef9355379a765d89dad6c594c7787e4a57e53b1_77.jpg,"[[(24.0, 473.0), (48.42, 463.57), (119.83, 438.0), (196.07, 411.46), (231.29, 361.76), (281.0, 294.0), (321.0, 240.0), (346.61, 205.43), (364.46, 182.27), (364.95, 173.58), (358.0, 175.0), (309.94, 214.11), (253.0, 260.43), (116.45, 374.31), (58.07, 438.0)], [(0.0, 234.0), (0.0, 251.0), (64.34, 228.59), (162.77, 203.98), (243.84, 188.06), (306.56, 174.55), (308.0, 171.0), (273.75, 176.48), (179.66, 191.44), (66.76, 214.6)]]"
1085,1677_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1677_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_117.jpg,"[[(0.0, 197.0), (0.0, 211.0), (39.0, 197.0), (107.0, 175.0), (161.0, 163.0), (217.0, 153.0), (268.0, 144.0), (292.14, 140.21), (299.0, 139.0), (298.11, 137.23), (256.91, 142.6), (214.21, 147.08), (156.0, 156.0), (70.88, 175.15)]]"
1086,1678_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_37.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1678_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_37.jpg,"[[(0.0, 200.9), (0.32, 216.73), (28.48, 204.86), (66.0, 192.0), (123.18, 175.07), (184.0, 161.0), (211.0, 155.0), (235.0, 150.0), (236.0, 146.0), (168.33, 157.16), (65.0, 181.0)]]"
1087,1679_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_5.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1679_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_5.jpg,"[[(0.0, 205.64), (0.0, 220.44), (41.0, 203.0), (72.28, 191.68), (101.0, 183.0), (140.0, 172.0), (186.0, 161.0), (225.58, 151.75), (243.73, 148.68), (243.73, 145.33), (169.45, 158.17), (94.9, 175.2), (32.63, 194.19)]]"
1088,1680_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_62.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1680_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_62.jpg,"[[(0.0, 203.88), (0.18, 216.73), (17.22, 209.19), (53.52, 195.5), (83.95, 185.73), (129.0, 174.0), (168.0, 164.0), (215.0, 155.0), (273.83, 144.68), (274.11, 141.33), (221.05, 147.76), (157.39, 159.2), (33.0, 192.0)]]"
1089,1681_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1681_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_0.jpg,"[[(0.0, 277.66), (0.46, 342.32), (30.86, 325.91), (82.0, 299.0), (246.0, 222.0), (313.61, 197.08), (371.99, 174.89), (371.99, 171.51), (305.89, 187.43), (200.7, 210.59), (69.46, 252.09)]]"
1090,1682_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1682_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_117.jpg,"[[(0.0, 268.0), (0.0, 325.0), (60.14, 287.89), (121.0, 258.0), (215.0, 214.0), (272.45, 191.39), (320.0, 175.0), (319.25, 170.64), (273.41, 182.7), (192.0, 201.0), (73.0, 239.0)]]"
1091,1683_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1683_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_54.jpg,"[[(0.7, 273.75), (0.0, 337.44), (55.22, 305.11), (132.42, 268.44), (240.51, 217.78), (282.48, 201.86), (350.0, 177.0), (351.0, 172.91), (276.0, 190.0), (141.0, 226.0), (54.26, 253.0)]]"
1092,1684_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_86.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1684_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_86.jpg,"[[(0.0, 267.0), (0.0, 325.27), (108.0, 275.0), (159.45, 247.11), (213.0, 229.0), (283.0, 201.0), (344.0, 177.0), (342.41, 172.41), (284.51, 185.15), (187.24, 207.73), (187.24, 207.73), (77.23, 243.05)]]"
1094,1686_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1686_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_30.jpg,"[[(0.0, 266.32), (13.6, 264.31), (13.6, 253.92), (14.61, 252.91), (21.0, 252.0), (108.09, 245.88), (178.46, 240.18), (222.69, 236.83), (285.0, 231.0), (295.0, 231.0), (309.47, 229.46), (309.47, 232.81), (231.74, 245.54), (130.54, 260.96), (0.2, 279.38)]]"
1095,1687_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1687_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_54.jpg,"[[(0.0, 261.69), (0.0, 286.0), (56.0, 279.0), (120.76, 266.72), (198.0, 254.0), (273.89, 240.92), (272.88, 236.56), (243.0, 241.0), (175.38, 250.3), (174.04, 243.93), (59.11, 255.33)]]"
1097,1689_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_70.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1689_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_70.jpg,"[[(0.0, 276.03), (0.27, 290.55), (63.37, 279.66), (149.0, 263.0), (199.36, 253.14), (251.29, 245.6), (307.7, 231.36), (328.0, 227.0), (327.0, 222.0), (285.36, 230.24), (197.12, 246.71), (70.91, 264.59)]]"
1098,1690_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1690_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_0.jpg,"[[(0.0, 478.0), (8.0, 478.0), (33.68, 476.57), (89.27, 471.94), (127.48, 466.15), (173.23, 461.52), (246.18, 380.45), (285.0, 336.0), (320.0, 296.0), (345.19, 266.97), (353.3, 257.7), (352.0, 253.0), (267.6, 310.39), (157.01, 385.66), (38.32, 453.99), (23.84, 427.93), (19.21, 429.09), (30.0, 459.0)]]"
1099,1691_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_10.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1691_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_10.jpg,"[[(27.72, 475.3), (65.0, 472.0), (97.78, 469.51), (138.0, 465.0), (190.0, 460.0), (236.0, 403.0), (287.0, 339.0), (324.0, 293.0), (359.0, 259.0), (357.18, 250.06), (269.75, 312.59), (129.05, 409.87)]]"
1100,1692_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_17.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1692_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_17.jpg,"[[(77.46, 352.02), (102.35, 343.92), (149.25, 319.02), (204.26, 305.7), (267.37, 288.33), (300.96, 278.49), (327.01, 266.91), (345.54, 257.65), (358.0, 251.0), (358.0, 258.0), (343.22, 270.38), (303.85, 293.54), (276.06, 309.18), (227.42, 328.86), (207.0, 336.0), (181.0, 345.0), (159.0, 350.0), (105.0, 361.0), (72.83, 365.34)], [(1.03, 452.19), (42.14, 427.87), (112.2, 388.5), (151.57, 372.29), (168.36, 378.66), (173.57, 393.71), (176.47, 407.03), (182.84, 416.87), (190.94, 427.3), (193.0, 434.0), (162.0, 463.0), (117.0, 468.0), (50.0, 476.0), (5.66, 477.09), (0.0, 477.09)]]"
1101,1693_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1693_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_30.jpg,"[[(19.08, 476.48), (57.3, 474.39), (78.84, 472.31), (124.0, 469.0), (168.47, 463.28), (185.14, 460.5), (240.73, 397.27), (297.01, 331.96), (311.0, 314.0), (320.0, 303.0), (336.96, 282.76), (358.0, 257.0), (356.62, 253.44), (323.27, 275.12), (222.73, 347.1), (90.02, 426.73)]]"
1102,1694_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1694_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_46.jpg,"[[(0.0, 261.0), (36.02, 260.52), (66.85, 259.51), (104.37, 258.51), (141.23, 260.18), (168.04, 260.52), (179.77, 260.52), (195.85, 260.18), (217.97, 259.51), (270.57, 258.17), (270.91, 263.54), (122.0, 267.0), (91.0, 267.0), (0.0, 270.0)], [(720.0, 343.0), (720.0, 383.0), (720.0, 400.0), (670.76, 381.11), (634.09, 364.22), (553.03, 329.96), (553.51, 299.08), (597.42, 312.11), (597.9, 301.5), (603.21, 302.46), (603.21, 313.56)], [(221.0, 460.0), (243.99, 459.52), (269.7, 460.91), (296.0, 462.0), (338.49, 377.54), (366.28, 309.44), (374.62, 277.48), (386.43, 264.28), (389.35, 260.88), (385.0, 262.0), (361.0, 285.0), (341.06, 316.39), (267.27, 405.68)]]"
1103,1695_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1695_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_0.jpg,"[[(2.76, 474.77), (40.4, 474.2), (126.67, 467.25), (177.0, 461.0), (255.21, 371.13), (304.0, 318.0), (345.0, 274.0), (362.0, 257.0), (360.01, 253.01), (313.0, 283.0), (214.0, 350.0), (214.1, 337.55), (202.52, 338.13), (201.94, 356.66), (189.79, 363.03), (189.21, 350.87), (177.63, 350.87), (177.63, 372.29)], [(0.0, 276.6), (10.65, 276.27), (29.42, 275.26), (44.16, 273.25), (79.0, 270.0), (125.92, 266.89), (167.13, 263.2), (215.39, 260.52), (282.4, 254.49), (282.4, 259.18), (245.54, 263.54), (174.84, 271.58), (33.0, 286.0), (0.0, 288.67)]]"
1104,1696_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_12.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1696_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_12.jpg,"[[(719.57, 325.12), (720.0, 372.57), (719.57, 391.07), (658.46, 368.55), (404.0, 261.0), (401.92, 255.16), (409.56, 255.16), (419.21, 256.37), (439.72, 261.59), (668.51, 313.46)], [(61.59, 473.22), (83.79, 471.77), (158.09, 461.64), (199.11, 460.19), (243.5, 404.22), (293.0, 343.0), (320.0, 304.0), (332.62, 286.01), (349.0, 267.0), (358.0, 258.0), (358.09, 248.85), (331.27, 269.6), (272.3, 315.87), (158.38, 401.28)]]"
1105,1697_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_18.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1697_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_18.jpg,"[[(720.0, 401.0), (720.0, 380.0), (720.0, 345.0), (626.17, 319.33), (601.64, 312.86), (603.25, 303.61), (597.22, 303.61), (596.82, 311.69), (559.02, 302.44), (550.17, 300.39), (503.93, 292.35), (483.83, 284.71), (483.02, 299.23), (559.82, 332.2), (613.3, 354.27), (684.07, 382.82)], [(219.0, 460.0), (240.74, 458.56), (262.74, 459.72), (285.0, 461.0), (298.06, 462.04), (323.54, 408.77), (348.0, 353.0), (368.7, 295.86), (376.81, 277.33), (380.28, 271.54), (379.7, 265.75), (357.0, 293.0), (352.0, 301.0), (251.16, 424.4)], [(25.17, 259.81), (58.0, 260.0), (103.92, 259.53), (149.0, 260.0), (179.0, 259.0), (216.45, 258.41), (215.89, 265.12), (171.49, 265.4), (107.55, 268.47), (0.04, 271.26), (0.0, 259.53)]]"
1106,1698_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1698_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_42.jpg,"[[(231.15, 374.26), (169.0, 463.0), (225.0, 463.0), (254.0, 463.0), (305.0, 349.0), (307.99, 324.4), (310.0, 307.0), (302.73, 287.81), (299.51, 275.75), (295.09, 270.12), (295.09, 265.29), (291.07, 266.1), (290.7, 272.13), (293.08, 276.15), (291.07, 295.45), (272.97, 329.22), (252.46, 350.53)]]"
1112,1804_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1804_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_34.jpg,"[[(1013.06, 350.15), (939.0, 321.0), (829.06, 285.75), (720.78, 255.32), (667.91, 239.82), (637.84, 230.98), (638.47, 246.33), (684.47, 264.59), (748.73, 291.13), (818.0, 320.0), (906.2, 359.0), (1013.56, 414.98)]]"
1113,1805_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_66.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1805_25b2e4d72a43024502eb8af5ce5d7f0c63e8ac43bef81ce84741a4f5dac19ba6dba38a8976d5d24a5210d1281153bb8da55667ce098d021653acd42acbac648b_66.jpg,"[[(1014.0, 514.0), (780.97, 372.42), (628.11, 287.83), (583.0, 261.0), (519.27, 222.2), (516.31, 230.46), (535.0, 247.0), (572.36, 288.24), (667.14, 375.68), (768.23, 464.85), (831.11, 519.17), (1000.89, 564.21), (1014.0, 566.0)]]"
1114,1806_85dbfe5293d8b9551f4e99c6fbf3221b3386b41bbfff2ae05a3b5acfa6d60245cd1d2a35ce0008571d8ec36654f034c4f6f9f640a8f5668c4eb02ec28ad2123a_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1806_85dbfe5293d8b9551f4e99c6fbf3221b3386b41bbfff2ae05a3b5acfa6d60245cd1d2a35ce0008571d8ec36654f034c4f6f9f640a8f5668c4eb02ec28ad2123a_0.jpg,"[[(717.54, 340.74), (609.02, 273.51), (609.0, 267.0), (572.0, 246.0), (553.0, 234.0), (550.0, 241.0), (587.0, 289.0), (638.51, 333.66), (691.0, 388.0), (715.77, 387.92)]]"
